,uuid,name,slug,class_name,sizes,emission,mass,cargo_capacity,vehicle_inventory,personal_inventory,crew,health,shield_hp,speed,fuel,quantum,agility,armor,foci,type,description,size_class,manufacturer,insurance,parts,updated_at,version,id,chassis_id,production_status,production_note,size,msrp,pledge_url,loaner,skus
Sabre Firebird,b9bc6679-81ad-472b-8b98-866c72fe6a89,Sabre Firebird,sabre-firebird,AEGS_Sabre_Firebird,"{'length': 24.5, 'beam': 24.5, 'height': 5}","{'ir': 6293, 'em_idle': 5258, 'em_max': 21048}",0,0,1.3,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,2560,"{'scm': 240, 'max': 1400, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 34, 'maneuvering': 28, 'retro': 1, 'vtol': 0}}","{'quantum_speed': 140000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 50, 'yaw': 42, 'roll': 160, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 0.6000000000000001, 'signal_electromagnetic': 0.6000000000000001, 'signal_cross_section': 0.6000000000000001, 'damage_physical': 0.5, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Medium Fighter'],combat,"A high-speed fighter specializing in rapid barrages from its bespoke missile array. Built to destroy threats before they can react, it’s equally at home heading out on long-range missions or scrambling to protect your base of operations. ",2,"{'name': 'Aegis Dynamics', 'code': 'AEGS'}","{'claim_time': 7.559, 'expedite_time': 2.519, 'expedite_cost': 3934}",[],2025-02-21T06:53:37.000000Z,4.1.0-LIVE.9650658,267,35,flight-ready,None,medium,185,https://robertsspaceindustries.com/pledge/ships/sabre/Sabre-Firebird,[],"[{'title': 'Warbond Upgrade', 'price': 170, 'available': 1, 'imported_at': '2024-05-22T22:00:36.000000Z'}, {'title': 'Standard Edition', 'price': 185, 'available': 1, 'imported_at': '2024-05-22T22:00:36.000000Z'}]"
Sabre Peregrine,ac7ec306-b272-432e-8284-491da614419c,Sabre Peregrine,sabre-peregrine,AEGS_Sabre_Peregrine,"{'length': 24.5, 'beam': 24.5, 'height': 5}","{'ir': 5538, 'em_idle': 5013, 'em_max': 20733}",0,0,1.3,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,2560,"{'scm': 267, 'max': 1447, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 39, 'maneuvering': 36, 'retro': 1, 'vtol': 0}}","{'quantum_speed': 140000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 61, 'yaw': 51, 'roll': 187, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1.051, 'signal_electromagnetic': 1.051, 'signal_cross_section': 1.051, 'damage_physical': 0.59, 'damage_energy': 1.18, 'damage_distortion': 1.18, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Racing'],competition,"The fastest Sabre model yet conceived, the Peregrine takes the infamous military-born chassis and tunes it for pure unadulterated speed.",2,"{'name': 'Aegis Dynamics', 'code': 'AEGS'}","{'claim_time': 7.559, 'expedite_time': 2.519, 'expedite_cost': 3934}",[],2025-02-21T06:53:38.000000Z,4.1.0-LIVE.9650658,276,35,flight-ready,None,small,185,https://robertsspaceindustries.com/pledge/ships/sabre/Sabre-Peregrine,[],"[{'title': 'Warbond Upgrade', 'price': 170, 'available': 1, 'imported_at': '2024-08-30T22:01:13.000000Z'}, {'title': 'Standard Edition', 'price': 185, 'available': 1, 'imported_at': '2024-08-30T22:01:13.000000Z'}]"
Sabre Raven,34615358-6b8e-4c27-b29e-f936e254e2a3,Sabre Raven,sabre-raven,AEGS_Sabre_Raven,"{'length': 24.5, 'beam': 24.5, 'height': 5}","{'ir': 6938, 'em_idle': 6877, 'em_max': 24597}",0,0,1.3,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,2560,"{'scm': 240, 'max': 1400, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 34, 'maneuvering': 34, 'retro': 2, 'vtol': 0}}","{'quantum_speed': 140000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 50, 'yaw': 42, 'roll': 160, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 0.6000000000000001, 'signal_electromagnetic': 0.6000000000000001, 'signal_cross_section': 0.6000000000000001, 'damage_physical': 0.5, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Interdiction'],combat,"Part of Aegis Dynamics’ Phase Two of new ship models, the Sabre was designed as a space superiority fighter for those situations where you need to leave a lighter footprint. They have raised the bar yet again with their Raven variant, maintaining all the speed and maneuverability of its Sabre forebear, but with a lower ship signature, making it a fast, stealthy infiltrator.",2,"{'name': 'Aegis Dynamics', 'code': 'AEGS'}","{'claim_time': 7.559, 'expedite_time': 2.519, 'expedite_cost': 3934}",[],2025-02-21T06:53:39.000000Z,4.1.0-LIVE.9650658,148,35,flight-ready,Available in 3.0 patch,small,,,[],[]
San'tok.yāi,,San'tok.yāi,santokyai,,"{'length': 24, 'beam': 23, 'height': 9}",,88524,0,,,"{'min': 1, 'max': 1}",,,"{'scm': 227, 'max': 1161}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Medium Fighter'],combat,Meet the next evolution of Xi'an tech and design innovation. The San’tok.yāi is a fighter that literally flies circles around the competition.,,"{'code': 'XNAA', 'name': 'Aopoa'}",,,2025-01-13T20:12:02.000000Z,,174,71,flight-ready,None,medium,240,https://robertsspaceindustries.com/pledge/ships/aopoa-santokyai/Santoky-i,"[{'name': 'Khartu-Al', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/8f61dc58-74ca-4dc6-aa95-c3105f10bba4', 'version': '3.21.1-LIVE.8892745'}]","[{'title': 'Warbond Edition', 'price': 220, 'available': 1, 'imported_at': '2024-01-07T12:54:04.000000Z'}, {'title': 'Standard Edition', 'price': 240, 'available': 1, 'imported_at': '2024-01-07T12:54:04.000000Z'}, {'title': 'Warbond Edition', 'price': 205, 'available': 1, 'imported_at': '2024-01-09T23:00:59.000000Z'}, {'title': 'Standard Edition', 'price': 220, 'available': 1, 'imported_at': '2024-01-09T23:00:59.000000Z'}]"
Scorpius,edc1421b-59ee-4233-b292-abc2c3ea0a1a,Scorpius,scorpius,RSI_Scorpius,"{'length': 32, 'beam': 24, 'height': 13}","{'ir': 8966, 'em_idle': 7754, 'em_max': 26272}",0,0,1.8900000000000001,3,"{'min': 2, 'max': None, 'weapon': 1, 'operation': None}",0,4740,"{'scm': 230, 'max': 1385, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 100, 'maneuvering': 31, 'retro': 19, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 40, 'yaw': 30, 'roll': 145, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.47000000000000003, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Heavy Fighter'],combat,"From RSI’s expert Research and Development teams in Killian and the same engineers that brought you some of the galaxy’s most vaunted war machines comes the next evolution in heavy combat, interception, and defense – the RSI Scorpius. With an adaptable bi-wing configuration and revolutionary rail-mounted remote turret, the Scorpius offers unprecedented fire coverage, allowing for both defensive and assault-minded applications.",2,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 7.593, 'expedite_time': 2.531, 'expedite_cost': 3800}",[],2025-02-21T06:57:27.000000Z,4.1.0-LIVE.9650658,221,88,flight-ready,None,small,240,https://robertsspaceindustries.com/pledge/ships/scorpius/Scorpius,"[{'name': 'F7C-M Super Hornet Mk I', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/4f83f89d-480b-4d1b-867a-13772742d828', 'version': '3.24.3-LIVE.9423704'}]","[{'title': 'Imperator Subscribers Edition', 'price': 240, 'available': 1, 'imported_at': '2024-01-07T12:54:05.000000Z'}, {'title': 'Centurion Subscribers Edition', 'price': 240, 'available': 1, 'imported_at': '2024-01-07T12:54:05.000000Z'}, {'title': 'Warbond Edition', 'price': 205, 'available': 1, 'imported_at': '2024-01-07T12:54:05.000000Z'}, {'title': 'Warbond Edition', 'price': 220, 'available': 1, 'imported_at': '2024-01-09T23:01:00.000000Z'}, {'title': 'Standard Edition', 'price': 240, 'available': 1, 'imported_at': '2024-01-09T23:01:00.000000Z'}, {'title': 'Warbond Edition', 'price': 220, 'available': 1, 'imported_at': '2024-03-29T23:01:01.000000Z'}, {'title': 'Warbond Edition', 'price': 220, 'available': 1, 'imported_at': '2024-09-17T22:00:36.000000Z'}, {'title': 'Standard Edition', 'price': 220, 'available': 1, 'imported_at': '2025-04-03T22:00:54.000000Z'}]"
Scorpius Antares,2f88be37-7825-4fe1-afae-2ca9d2b01114,Scorpius Antares,scorpius-antares,RSI_Scorpius_Antares,"{'length': 32, 'beam': 24, 'height': 13}","{'ir': 8281, 'em_idle': 10054, 'em_max': 34608}",0,0,1.8900000000000001,3,"{'min': 2, 'max': None, 'weapon': 1, 'operation': None}",0,4740,"{'scm': 230, 'max': 1385, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 100, 'maneuvering': 31, 'retro': 19, 'vtol': 0}}","{'quantum_speed': 165000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 40, 'yaw': 30, 'roll': 145, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.47000000000000003, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Heavy Fighter'],combat,"From RSI’s expert Research and Development teams in Killian and the same engineers that brought you some of the galaxy’s most vaunted war machines comes the next evolution in heavy combat, interception, and defense – the RSI Scorpius. With an adaptable bi-wing configuration and revolutionary rail-mounted remote turret, the Scorpius offers unprecedented fire coverage, allowing for both defensive and assault-minded applications.",2,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 7.593, 'expedite_time': 2.531, 'expedite_cost': 3800}",[],2025-02-21T06:57:28.000000Z,4.1.0-LIVE.9650658,243,88,flight-ready,None,small,230,https://robertsspaceindustries.com/pledge/ships/scorpius/Scorpius-Antares,[],"[{'title': 'Imperator Subscribers Edition', 'price': 230, 'available': 1, 'imported_at': '2024-01-07T12:54:06.000000Z'}, {'title': 'Standard Edition', 'price': 230, 'available': 1, 'imported_at': '2024-01-09T23:01:00.000000Z'}, {'title': 'Warbond Edition', 'price': 210, 'available': 1, 'imported_at': '2024-01-18T23:00:38.000000Z'}]"
Scythe,28f22bb8-9f1c-4a46-9a39-20bcb1e5000e,Scythe,scythe,VNCL_Scythe,"{'length': 33, 'beam': 24, 'height': 9}","{'ir': 9130, 'em_idle': 7323, 'em_max': 22443}",0,0,0.6000000000000001,0,"{'min': 1, 'max': None, 'weapon': 0, 'operation': None}",0,3460,"{'scm': 220, 'max': 1150, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 96, 'maneuvering': 249, 'retro': 36, 'vtol': 0}}","{'quantum_speed': 190000000, 'quantum_spool_time': 4, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 56, 'yaw': 45, 'roll': 150, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.48, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Medium Fighter'],combat,"Fast becoming the symbol of the Vanduul Race, the Scythe is the foot soldier in every raid and the target of every human fighter pilot. Featuring a hefty weapons payload, the Scythe's real asset is its maneuverability, found in the twin main and twelve manuevering thrusters.",3,"{'name': 'Vanduul', 'code': 'VNC'}","{'claim_time': 5.906, 'expedite_time': 1.968, 'expedite_cost': 2955}",[],2025-02-21T06:57:33.000000Z,4.1.0-LIVE.9650658,26,13,flight-ready,None,small,300,https://robertsspaceindustries.com/pledge/ships/scythe/Scythe,[],[]
Spartan,9c26b25a-9285-4074-94d1-163db2aa8cbb,Spartan,spartan,ANVL_Spartan,"{'length': 17, 'beam': 7, 'height': 5.5}","{'ir': 1190, 'em_idle': 1708, 'em_max': 14588}",0,0,1.06,0,"{'min': 1, 'max': None, 'weapon': 1, 'operation': None}",0,1348,"{'scm': None, 'max': 26, 'zero_to_scm': 0, 'zero_to_max': 3.71, 'scm_to_zero': 0, 'max_to_zero': 26, 'reverse': 10}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 0, 'maneuvering': 0, 'retro': 0, 'vtol': 0}}",,"{'pitch': None, 'yaw': None, 'roll': None, 'v0_steer_max': 20, 'kv_steer_max': 5, 'vmax_steer_max': 15, 'deceleration': {'main': 1}, 'acceleration': {'main': 7, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 0.85, 'signal_electromagnetic': 0.55, 'signal_cross_section': 1, 'damage_physical': 0.46, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Transport'],ground,"Built on Anvil’s robust Atlas Platform, the same chassis used for their devastating Ballista air defense system, the Spartan takes armored personal transport to the next level. A fully armored hold outfitted with eight comfortable jump seats is the perfect way to get your squad onto any battlefield. The Spartan’s low profile keeps it safe from anti-aircraft weaponry, and a remote gatling turret helps clear the area for easier deployment.",4,"{'name': 'Anvil Aerospace', 'code': 'ANVL'}","{'claim_time': 6.19, 'expedite_time': 2.059, 'expedite_cost': 2475}",[],2025-02-21T06:57:47.000000Z,4.1.0-LIVE.9650658,225,94,flight-ready,None,vehicle,80,https://robertsspaceindustries.com/pledge/ships/spartan/Spartan,[],"[{'title': 'Warbond Edition', 'price': 65, 'available': 1, 'imported_at': '2024-01-07T12:54:05.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 80, 'available': 1, 'imported_at': '2024-01-09T23:01:00.000000Z'}, {'title': 'Standard Edition', 'price': 80, 'available': 1, 'imported_at': '2024-01-25T23:00:41.000000Z'}, {'title': 'Warbond Edition', 'price': 75, 'available': 1, 'imported_at': '2024-12-04T23:01:47.000000Z'}]"
SRV,1810d1a7-61e3-4d95-bafb-0f11758c7683,SRV,srv,ARGO_SRV,"{'length': 31.5, 'beam': 21.5, 'height': 9.5}","{'ir': 9734, 'em_idle': 3420, 'em_max': 30947}",0,12,0.93,0,"{'min': 1, 'max': None, 'weapon': 1, 'operation': None}",0,4430,"{'scm': 200, 'max': 1100, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 86, 'maneuvering': 154, 'retro': 46, 'vtol': 0}}","{'quantum_speed': 314000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 30, 'yaw': 30, 'roll': 60, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.45, 'damage_energy': 0.9, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Recovery'],support,"Leave no one behind. The SRV is a specialized recovery ship built for the extremes. From search-and-rescue to moving cargo containers, its innovative tractor-beam system makes towing effortless, while enhanced shields and heavy armor ensure pilot safety in tough situations.ILW 2024 Day 1-2
",3,"{'name': 'Argo Astronautics', 'code': 'ARGO'}","{'claim_time': 13.22, 'expedite_time': 4.75, 'expedite_cost': 6200}",[],2025-02-21T06:54:47.000000Z,4.1.0-LIVE.9650658,176,72,flight-ready,None,small,165,https://robertsspaceindustries.com/pledge/ships/argo-srv/SRV,"[{'name': 'Aurora LN', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/984283ce-dd5f-4807-a7b0-f6fbf053716c', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Warbond Edition', 'price': 150, 'available': 1, 'imported_at': '2024-01-07T12:54:05.000000Z'}, {'title': 'Standard Edition', 'price': 165, 'available': 1, 'imported_at': '2024-01-07T12:54:05.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 165, 'available': 1, 'imported_at': '2024-08-06T22:01:17.000000Z'}]"
Starfarer,13a02a6d-7d67-4d22-8530-d4d2c8443f66,Starfarer,starfarer,MISC_Starfarer,"{'length': 102, 'beam': 48.5, 'height': 24.5}","{'ir': 16416, 'em_idle': 25376, 'em_max': 62348}",0,291,9.14,0,"{'min': 1, 'max': None, 'weapon': 3, 'operation': None}",0,168300,"{'scm': 106, 'max': 845, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 220, 'usage': {'main': 1066, 'maneuvering': 450, 'retro': 529, 'vtol': 0}}","{'quantum_speed': 319000000, 'quantum_spool_time': 7, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 23, 'yaw': 23, 'roll': 45, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1.4, 'signal_electromagnetic': 1.4, 'signal_cross_section': 1.4, 'damage_physical': 0.55, 'damage_energy': 1.1, 'damage_distortion': 1.1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Heavy Refuelling'],support,"The Starfarer differs from traditional bulk freighters in one key way: it is a dedicated fuel platform. The Starfarer is designed not only to load, store and protect fuel stasis units, it is designed to take in spaceborne gases and refine them for use without landing. And while it excels at this, the Starfarer can also be used to ferry traditional bulk cargo pods. The listed Cargo Capacity is only for the dedicated Cargo Room and does not account for the extra space available from the bulk cargo pods.",5,"{'name': 'Musashi Industrial and Starflight Concern', 'code': 'MISC'}","{'claim_time': 18, 'expedite_time': 6, 'expedite_cost': 9000}",[],2025-02-21T06:56:24.000000Z,4.1.0-LIVE.9650658,88,10,flight-ready,None,large,300,https://robertsspaceindustries.com/pledge/ships/misc-starfarer/Starfarer,[],"[{'title': 'Standard Edition', 'price': 300, 'available': 1, 'imported_at': '2024-01-09T23:00:58.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 300, 'available': 1, 'imported_at': '2024-12-03T23:01:34.000000Z'}]"
Starfarer Gemini,c989caf2-84a5-4c01-b99e-5fc9f8d0ce8e,Starfarer Gemini,starfarer-gemini,MISC_Starfarer_Gemini,"{'length': 102, 'beam': 48.5, 'height': 24.5}","{'ir': 13450, 'em_idle': 22561, 'em_max': 56833}",0,291,9.14,0,"{'min': 2, 'max': None, 'weapon': 3, 'operation': None}",0,168300,"{'scm': 106, 'max': 845, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 100, 'usage': {'main': 912, 'maneuvering': 450, 'retro': 529, 'vtol': 0}}","{'quantum_speed': 282000000, 'quantum_spool_time': 7, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 23, 'yaw': 23, 'roll': 45, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1.4, 'signal_electromagnetic': 1.4, 'signal_cross_section': 1.4, 'damage_physical': 0.48, 'damage_energy': 0.9500000000000001, 'damage_distortion': 0.9500000000000001, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Heavy Refuelling'],support,"The UEE military uses an adapted ‘rough and tumble’ Gemini variant of the Starfarer for their front-line operations, trading some cargo capacity and maneuverability for reinforced armor, increased shielding, more powerful engines and stronger manned turrets. The Gemini also includes an optional missile pod, which can be swapped for the fuel intake unit on either Starfarer variant’s nose. The listed Cargo Capacity is only for the dedicated Cargo Room and does not account for the extra space available from the bulk cargo pods.",5,"{'name': 'Musashi Industrial and Starflight Concern', 'code': 'MISC'}","{'claim_time': 35.34, 'expedite_time': 11.779, 'expedite_cost': 15995}",[],2025-02-21T06:56:25.000000Z,4.1.0-LIVE.9650658,89,10,flight-ready,None,large,340,https://robertsspaceindustries.com/pledge/ships/misc-starfarer/Starfarer-Gemini,[],"[{'title': 'Warbond Edition', 'price': 320, 'available': 1, 'imported_at': '2024-01-07T12:54:03.000000Z'}, {'title': 'Standard Edition', 'price': 340, 'available': 1, 'imported_at': '2024-01-09T23:00:58.000000Z'}, {'title': 'Warbond Edition', 'price': 315, 'available': 1, 'imported_at': '2024-12-02T23:01:05.000000Z'}]"
Starlancer MAX,ff873dda-2b79-4fa3-b3ce-535b8adff5e2,Starlancer MAX,starlancer-max,MISC_Starlancer_Max,"{'length': 90, 'beam': 60, 'height': 20}","{'ir': 16359, 'em_idle': 8362, 'em_max': 33822}",0,224,8,0,"{'min': 1, 'max': None, 'weapon': 2, 'operation': None}",0,56100,"{'scm': 135, 'max': 990, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 50, 'usage': {'main': 331, 'maneuvering': 915, 'retro': 188, 'vtol': 113}}","{'quantum_speed': 171000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 31, 'yaw': 31, 'roll': 65, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.48, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Medium Freight'],transport,"Forge better, safer, and more prosperous worlds with the MISC Starlancer. Taking freelance operators and commercial enterprises deeper into the stars, the Starlancer ventures beyond the limits to supply the frontiers of Humanity.",5,"{'name': 'Musashi Industrial and Starflight Concern', 'code': 'MISC'}","{'claim_time': 40, 'expedite_time': 15, 'expedite_cost': 15000}",[],2025-02-21T06:56:27.000000Z,4.1.0-LIVE.9650658,278,116,flight-ready,None,undefined,250,https://robertsspaceindustries.com/pledge/ships/starlancer/Starlancer-MAX,"[{'name': 'Freelancer MAX', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/6c6e9731-3d70-4f1b-84c2-9dbf3c1f97c7', 'version': '3.24.3-LIVE.9423704'}]","[{'title': 'Warbond Edition', 'price': 225, 'available': 1, 'imported_at': '2024-10-21T22:01:00.000000Z'}, {'title': 'Standard Edition', 'price': 250, 'available': 1, 'imported_at': '2024-10-21T22:01:00.000000Z'}]"
Starlancer TAC,,Starlancer TAC,starlancer-tac,,"{'length': 83, 'beam': 52, 'height': 16}",,,96,,,"{'min': 1, 'max': 6}",,,"{'scm': None, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Patrol'],combat,"Built for deep-space patrol, the TAC takes the robust Starlancer chassis and outfits it for serious offense and defense. Heavy weaponry, a dedicated snub hangar, medbeds, and eight military-spec jump seats mean you’re ready for anything. ",,"{'code': 'MISC', 'name': 'MISC'}",,,2025-05-13T16:06:20.000000Z,,279,116,in-concept,None,undefined,330,https://robertsspaceindustries.com/pledge/ships/starlancer/Starlancer-TAC,"[{'name': 'Starlancer MAX', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/ff873dda-2b79-4fa3-b3ce-535b8adff5e2', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 330, 'available': 1, 'imported_at': '2024-10-21T22:01:00.000000Z'}]"
