start_ship,end_ship,path_length,total_distance,complete_path
F7C Hornet Mk I,Fury,2,1.7320508075688772,F7C Hornet Mk I -> Fury
F7C Hornet Mk I,Fury LX,2,2.0,F7C Hornet Mk I -> Fury LX
F7C Hornet Mk I,Fury MX,2,1.7320508075688772,F7C Hornet Mk I -> Fury MX
F7C Hornet Mk I,G12,2,2.6457513110645907,F7C Hornet Mk I -> G12
F7C Hornet Mk I,G12a,2,2.6457513110645907,F7C Hornet Mk I -> G12a
F7C Hornet Mk I,G12r,2,2.6457513110645907,F7C Hornet Mk I -> G12r
F7C Hornet Mk I,Galaxy,2,2.7688746209726918,F7C Hornet Mk I -> Galaxy
F7C Hornet Mk I,Genesis,2,2.7838821814150108,F7C Hornet Mk I -> Genesis
F7C Hornet Mk I,Gladiator,2,2.0,F7C Hornet Mk I -> Gladiator
F7C Hornet Mk I,Gladius,2,1.7320508075688772,F7C Hornet Mk I -> Gladius
F7C Hornet Mk I,Glaive,2,1.0,F7C Hornet Mk I -> Glaive
F7C Hornet Mk I,Guardian,2,1.7320508075688772,F7C Hornet Mk I -> Guardian
F7C Hornet Mk I,Guardian QI,2,1.7320508075688772,F7C Hornet Mk I -> Guardian QI
F7C Hornet Mk I,Hammerhead,2,2.4037008503093262,F7C Hornet Mk I -> Hammerhead
F7C Hornet Mk I,Hawk,2,1.4142135623730951,F7C Hornet Mk I -> Hawk
F7C Hornet Mk I,Herald,2,2.0,F7C Hornet Mk I -> Herald
F7C Hornet Mk I,HoverQuad,2,2.0,F7C Hornet Mk I -> HoverQuad
F7C Hornet Mk I,Hull A,2,2.0,F7C Hornet Mk I -> Hull A
F7C Hornet Mk I,Hull B,2,2.23606797749979,F7C Hornet Mk I -> Hull B
F7C Hornet Mk I,Hull C,2,2.5495097567963922,F7C Hornet Mk I -> Hull C
F7C Hornet Mk I,Hull D,2,2.756809750418044,F7C Hornet Mk I -> Hull D
F7C Hornet Mk I,Hull E,2,2.756809750418044,F7C Hornet Mk I -> Hull E
F7C Hornet Mk I,Hurricane,2,2.0,F7C Hornet Mk I -> Hurricane
F7C Hornet Mk I,Idris-M,2,2.632217967526897,F7C Hornet Mk I -> Idris-M
F7C Hornet Mk I,Idris-P,2,2.632217967526897,F7C Hornet Mk I -> Idris-P
F7C Hornet Mk I,Intrepid,2,2.0,F7C Hornet Mk I -> Intrepid
F7C Hornet Mk I,Ironclad,2,2.7688746209726918,F7C Hornet Mk I -> Ironclad
F7C Hornet Mk I,Ironclad Assault,2,2.581988897471611,F7C Hornet Mk I -> Ironclad Assault
F7C Hornet Mk I,Javelin,2,2.6410225292488514,F7C Hornet Mk I -> Javelin
F7C Hornet Mk I,Khartu-Al,2,1.7320508075688772,F7C Hornet Mk I -> Khartu-Al
F7C Hornet Mk I,Kraken,2,2.792848008753788,F7C Hornet Mk I -> Kraken
F7C Hornet Mk I,Kraken Privateer,2,2.792848008753788,F7C Hornet Mk I -> Kraken Privateer
F7C Hornet Mk I,Legionnaire,2,2.23606797749979,F7C Hornet Mk I -> Legionnaire
F7C Hornet Mk I,Liberator,2,2.449489742783178,F7C Hornet Mk I -> Liberator
F7C Hornet Mk I,Lynx,2,2.449489742783178,F7C Hornet Mk I -> Lynx
F7C Hornet Mk I,M2 Hercules,2,2.309401076758503,F7C Hornet Mk I -> M2 Hercules
F7C Hornet Mk I,M50,2,1.7320508075688772,F7C Hornet Mk I -> M50
F7C Hornet Mk I,Mantis,2,1.7320508075688772,F7C Hornet Mk I -> Mantis
F7C Hornet Mk I,Merchantman,2,2.7838821814150108,F7C Hornet Mk I -> Merchantman
F7C Hornet Mk I,Mercury,2,2.516611478423583,F7C Hornet Mk I -> Mercury
F7C Hornet Mk I,MOLE,2,2.5495097567963922,F7C Hornet Mk I -> MOLE
F7C Hornet Mk I,MPUV Cargo,2,2.0,F7C Hornet Mk I -> MPUV Cargo
F7C Hornet Mk I,MPUV Personnel,2,2.0,F7C Hornet Mk I -> MPUV Personnel
F7C Hornet Mk I,MPUV Tractor,2,2.0,F7C Hornet Mk I -> MPUV Tractor
F7C Hornet Mk I,Mule,2,2.0,F7C Hornet Mk I -> Mule
F7C Hornet Mk I,Mustang Alpha,2,1.7320508075688772,F7C Hornet Mk I -> Mustang Alpha
F7C Hornet Mk I,Mustang Beta,2,1.7320508075688772,F7C Hornet Mk I -> Mustang Beta
F7C Hornet Mk I,Mustang Delta,2,1.4142135623730951,F7C Hornet Mk I -> Mustang Delta
F7C Hornet Mk I,Mustang Gamma,2,1.7320508075688772,F7C Hornet Mk I -> Mustang Gamma
F7C Hornet Mk I,Mustang Omega,2,1.7320508075688772,F7C Hornet Mk I -> Mustang Omega
F7C Hornet Mk I,Nautilus,2,2.598076211353316,F7C Hornet Mk I -> Nautilus
F7C Hornet Mk I,Nomad,2,2.0,F7C Hornet Mk I -> Nomad
F7C Hornet Mk I,Nova,2,2.516611478423583,F7C Hornet Mk I -> Nova
F7C Hornet Mk I,Nox,2,2.0,F7C Hornet Mk I -> Nox
F7C Hornet Mk I,Odyssey,2,2.23606797749979,F7C Hornet Mk I -> Odyssey
F7C Hornet Mk I,Orion,2,2.7774602993176543,F7C Hornet Mk I -> Orion
F7C Hornet Mk I,P-52 Merlin,2,1.7320508075688772,F7C Hornet Mk I -> P-52 Merlin
F7C Hornet Mk I,P-72 Archimedes,2,2.0,F7C Hornet Mk I -> P-72 Archimedes
F7C Hornet Mk I,Paladin,2,2.345207879911715,F7C Hornet Mk I -> Paladin
F7C Hornet Mk I,Perseus,2,2.581988897471611,F7C Hornet Mk I -> Perseus
F7C Hornet Mk I,Pioneer,2,2.7838821814150108,F7C Hornet Mk I -> Pioneer
F7C Hornet Mk I,Polaris,2,2.41522945769824,F7C Hornet Mk I -> Polaris
F7C Hornet Mk I,Prospector,2,2.0,F7C Hornet Mk I -> Prospector
F7C Hornet Mk I,Prowler,2,2.23606797749979,F7C Hornet Mk I -> Prowler
F7C Hornet Mk I,PTV,2,2.449489742783178,F7C Hornet Mk I -> PTV
F7C Hornet Mk I,Pulse,2,2.0,F7C Hornet Mk I -> Pulse
F7C Hornet Mk I,Pulse LX,2,2.0,F7C Hornet Mk I -> Pulse LX
F7C Hornet Mk I,RAFT,2,2.449489742783178,F7C Hornet Mk I -> RAFT
F7C Hornet Mk I,Railen,2,2.7386127875258306,F7C Hornet Mk I -> Railen
F7C Hornet Mk I,Ranger CV,2,2.23606797749979,F7C Hornet Mk I -> Ranger CV
F7C Hornet Mk I,Ranger RC,2,2.23606797749979,F7C Hornet Mk I -> Ranger RC
F7C Hornet Mk I,Ranger TR,2,2.23606797749979,F7C Hornet Mk I -> Ranger TR
F7C Hornet Mk I,Razor,2,2.0,F7C Hornet Mk I -> Razor
F7C Hornet Mk I,Razor EX,2,2.0,F7C Hornet Mk I -> Razor EX
F7C Hornet Mk I,Razor LX,2,2.0,F7C Hornet Mk I -> Razor LX
F7C Hornet Mk I,Reclaimer,2,2.569046515733026,F7C Hornet Mk I -> Reclaimer
F7C Hornet Mk I,Redeemer,2,2.345207879911715,F7C Hornet Mk I -> Redeemer
F7C Hornet Mk I,Reliant Kore,2,2.449489742783178,F7C Hornet Mk I -> Reliant Kore
F7C Hornet Mk I,Reliant Mako,2,2.449489742783178,F7C Hornet Mk I -> Reliant Mako
F7C Hornet Mk I,Reliant Sen,2,2.449489742783178,F7C Hornet Mk I -> Reliant Sen
F7C Hornet Mk I,Reliant Tana,2,2.23606797749979,F7C Hornet Mk I -> Reliant Tana
F7C Hornet Mk I,Retaliator,2,2.390457218668787,F7C Hornet Mk I -> Retaliator
F7C Hornet Mk I,ROC,2,2.0,F7C Hornet Mk I -> ROC
F7C Hornet Mk I,ROC-DS,2,2.449489742783178,F7C Hornet Mk I -> ROC-DS
F7C Hornet Mk I,Sabre,2,1.7320508075688772,F7C Hornet Mk I -> Sabre
F7C Hornet Mk I,Sabre Firebird,2,1.4142135623730951,F7C Hornet Mk I -> Sabre Firebird
F7C Hornet Mk I,Sabre Peregrine,2,2.0,F7C Hornet Mk I -> Sabre Peregrine
F7C Hornet Mk I,Sabre Raven,2,1.7320508075688772,F7C Hornet Mk I -> Sabre Raven
F7C Hornet Mk I,San'tok.yāi,2,1.4142135623730951,F7C Hornet Mk I -> San'tok.yāi
F7C Hornet Mk I,Scorpius,2,2.23606797749979,F7C Hornet Mk I -> Scorpius
F7C Hornet Mk I,Scorpius Antares,2,2.23606797749979,F7C Hornet Mk I -> Scorpius Antares
F7C Hornet Mk I,Scythe,2,1.4142135623730951,F7C Hornet Mk I -> Scythe
F7C Hornet Mk I,Spartan,2,1.7320508075688772,F7C Hornet Mk I -> Spartan
F7C Hornet Mk I,SRV,2,2.0,F7C Hornet Mk I -> SRV
F7C Hornet Mk I,Starfarer,2,2.591193878173865,F7C Hornet Mk I -> Starfarer
F7C Hornet Mk I,Starfarer Gemini,2,2.581988897471611,F7C Hornet Mk I -> Starfarer Gemini
F7C Hornet Mk I,Starlancer MAX,2,2.5495097567963922,F7C Hornet Mk I -> Starlancer MAX
F7C Hornet Mk I,Starlancer TAC,2,2.581988897471611,F7C Hornet Mk I -> Starlancer TAC
F7C Hornet Mk I,Storm,2,2.0,F7C Hornet Mk I -> Storm
F7C Hornet Mk I,Storm AA,2,2.0,F7C Hornet Mk I -> Storm AA
F7C Hornet Mk I,STV,2,2.449489742783178,F7C Hornet Mk I -> STV
F7C Hornet Mk I,Talon,2,1.7320508075688772,F7C Hornet Mk I -> Talon
F7C Hornet Mk I,Ursa,2,2.516611478423583,F7C Hornet Mk I -> Ursa
F7C Hornet Mk I,Talon Shrike,2,1.7320508075688772,F7C Hornet Mk I -> Talon Shrike
F7C Hornet Mk I,Terrapin,2,1.7320508075688772,F7C Hornet Mk I -> Terrapin
F7C Hornet Mk I,Terrapin Medic,2,1.7320508075688772,F7C Hornet Mk I -> Terrapin Medic
F7C Hornet Mk I,Ursa,2,2.516611478423583,F7C Hornet Mk I -> Ursa
F7C Hornet Mk I,Ursa Medivac,2,2.516611478423583,F7C Hornet Mk I -> Ursa Medivac
F7C Hornet Mk I,Valkyrie,2,2.1447610589527217,F7C Hornet Mk I -> Valkyrie
F7C Hornet Mk I,Vanguard Harbinger,2,2.23606797749979,F7C Hornet Mk I -> Vanguard Harbinger
F7C Hornet Mk I,Vanguard Hoplite,2,2.23606797749979,F7C Hornet Mk I -> Vanguard Hoplite
F7C Hornet Mk I,Vanguard Sentinel,2,2.23606797749979,F7C Hornet Mk I -> Vanguard Sentinel
F7C Hornet Mk I,Vanguard Warden,2,2.23606797749979,F7C Hornet Mk I -> Vanguard Warden
F7C Hornet Mk I,Vulcan,2,2.70801280154532,F7C Hornet Mk I -> Vulcan
F7C Hornet Mk I,Vulture,2,2.0,F7C Hornet Mk I -> Vulture
F7C Hornet Mk I,X1,2,2.0,F7C Hornet Mk I -> X1
F7C Hornet Mk I,X1 Force,2,2.0,F7C Hornet Mk I -> X1 Force
F7C Hornet Mk I,X1 Velocity,2,2.0,F7C Hornet Mk I -> X1 Velocity
F7C Hornet Mk I,Zeus CL Mk II,2,2.516611478423583,F7C Hornet Mk I -> Zeus CL Mk II
F7C Hornet Mk I,Zeus ES Mk II,2,2.516611478423583,F7C Hornet Mk I -> Zeus ES Mk II
F7C Hornet Mk II,100i,2,2.0,F7C Hornet Mk II -> 100i
F7C Hornet Mk II,125a,2,2.0,F7C Hornet Mk II -> 125a
F7C Hornet Mk II,135c,2,2.0,F7C Hornet Mk II -> 135c
F7C Hornet Mk II,300i,2,2.0,F7C Hornet Mk II -> 300i
F7C Hornet Mk II,315p,2,2.0,F7C Hornet Mk II -> 315p
F7C Hornet Mk II,325a,2,1.7320508075688772,F7C Hornet Mk II -> 325a
F7C Hornet Mk II,350r,2,2.0,F7C Hornet Mk II -> 350r
F7C Hornet Mk II,400i,2,2.516611478423583,F7C Hornet Mk II -> 400i
F7C Hornet Mk II,600i Explorer,2,2.569046515733026,F7C Hornet Mk II -> 600i Explorer
F7C Hornet Mk II,600i Touring,2,2.569046515733026,F7C Hornet Mk II -> 600i Touring
F7C Hornet Mk II,85X,2,2.449489742783178,F7C Hornet Mk II -> 85X
F7C Hornet Mk II,890 Jump,2,2.598076211353316,F7C Hornet Mk II -> 890 Jump
F7C Hornet Mk II,A1 Spirit,2,2.23606797749979,F7C Hornet Mk II -> A1 Spirit
F7C Hornet Mk II,A2 Hercules,2,2.3979157616563596,F7C Hornet Mk II -> A2 Hercules
F7C Hornet Mk II,Apollo Medivac,2,2.6457513110645907,F7C Hornet Mk II -> Apollo Medivac
F7C Hornet Mk II,Apollo Triage,2,2.6457513110645907,F7C Hornet Mk II -> Apollo Triage
F7C Hornet Mk II,Ares Star Fighter Inferno,2,1.7320508075688772,F7C Hornet Mk II -> Ares Star Fighter Inferno
F7C Hornet Mk II,Ares Star Fighter Ion,2,1.7320508075688772,F7C Hornet Mk II -> Ares Star Fighter Ion
F7C Hornet Mk II,Arrastra,2,2.756809750418044,F7C Hornet Mk II -> Arrastra
F7C Hornet Mk II,Arrow,2,1.4142135623730951,F7C Hornet Mk II -> Arrow
F7C Hornet Mk II,ATLS,2,1.7320508075688772,F7C Hornet Mk II -> ATLS
F7C Hornet Mk II,Aurora CL,2,2.0,F7C Hornet Mk II -> Aurora CL
F7C Hornet Mk II,Aurora ES,2,2.0,F7C Hornet Mk II -> Aurora ES
F7C Hornet Mk II,Aurora LN,2,2.0,F7C Hornet Mk II -> Aurora LN
F7C Hornet Mk II,Aurora LX,2,2.0,F7C Hornet Mk II -> Aurora LX
F7C Hornet Mk II,Aurora MR,2,2.0,F7C Hornet Mk II -> Aurora MR
F7C Hornet Mk II,Avenger Stalker,2,1.7320508075688772,F7C Hornet Mk II -> Avenger Stalker
F7C Hornet Mk II,Avenger Titan,2,2.0,F7C Hornet Mk II -> Avenger Titan
F7C Hornet Mk II,Avenger Warlock,2,1.7320508075688772,F7C Hornet Mk II -> Avenger Warlock
F7C Hornet Mk II,Ballista,2,2.0,F7C Hornet Mk II -> Ballista
F7C Hornet Mk II,Blade,2,1.7320508075688772,F7C Hornet Mk II -> Blade
F7C Hornet Mk II,Buccaneer,2,1.7320508075688772,F7C Hornet Mk II -> Buccaneer
F7C Hornet Mk II,C1 Spirit,2,2.449489742783178,F7C Hornet Mk II -> C1 Spirit
F7C Hornet Mk II,C2 Hercules,2,2.449489742783178,F7C Hornet Mk II -> C2 Hercules
F7C Hornet Mk II,C8 Pisces,2,2.309401076758503,F7C Hornet Mk II -> C8 Pisces
F7C Hornet Mk II,C8R Pisces,2,2.23606797749979,F7C Hornet Mk II -> C8R Pisces
F7C Hornet Mk II,C8X Pisces Expedition,2,2.309401076758503,F7C Hornet Mk II -> C8X Pisces Expedition
F7C Hornet Mk II,Carrack,2,2.3804761428476167,F7C Hornet Mk II -> Carrack
F7C Hornet Mk II,Caterpillar,2,2.5495097567963922,F7C Hornet Mk II -> Caterpillar
F7C Hornet Mk II,Centurion,2,2.23606797749979,F7C Hornet Mk II -> Centurion
F7C Hornet Mk II,Constellation Andromeda,2,2.5495097567963922,F7C Hornet Mk II -> Constellation Andromeda
F7C Hornet Mk II,Constellation Aquila,2,2.5495097567963922,F7C Hornet Mk II -> Constellation Aquila
F7C Hornet Mk II,Constellation Phoenix,2,2.5495097567963922,F7C Hornet Mk II -> Constellation Phoenix
F7C Hornet Mk II,Constellation Taurus,2,2.5495097567963922,F7C Hornet Mk II -> Constellation Taurus
F7C Hornet Mk II,Corsair,2,2.5495097567963922,F7C Hornet Mk II -> Corsair
F7C Hornet Mk II,Crucible,2,2.598076211353316,F7C Hornet Mk II -> Crucible
F7C Hornet Mk II,CSV-SM,2,1.7320508075688772,F7C Hornet Mk II -> CSV-SM
F7C Hornet Mk II,Cutlass Black,2,2.516611478423583,F7C Hornet Mk II -> Cutlass Black
F7C Hornet Mk II,Cutlass Blue,2,2.309401076758503,F7C Hornet Mk II -> Cutlass Blue
F7C Hornet Mk II,Cutlass Red,2,2.449489742783178,F7C Hornet Mk II -> Cutlass Red
F7C Hornet Mk II,Cutlass Steel,2,2.309401076758503,F7C Hornet Mk II -> Cutlass Steel
F7C Hornet Mk II,Cutter,2,2.0,F7C Hornet Mk II -> Cutter
F7C Hornet Mk II,Cutter Rambler,2,2.0,F7C Hornet Mk II -> Cutter Rambler
F7C Hornet Mk II,Cutter Scout,2,2.0,F7C Hornet Mk II -> Cutter Scout
F7C Hornet Mk II,Cyclone,2,2.449489742783178,F7C Hornet Mk II -> Cyclone
F7C Hornet Mk II,Cyclone AA,2,2.449489742783178,F7C Hornet Mk II -> Cyclone AA
F7C Hornet Mk II,Cyclone MT,2,2.516611478423583,F7C Hornet Mk II -> Cyclone MT
F7C Hornet Mk II,Cyclone RC,2,2.449489742783178,F7C Hornet Mk II -> Cyclone RC
F7C Hornet Mk II,Cyclone RN,2,2.449489742783178,F7C Hornet Mk II -> Cyclone RN
F7C Hornet Mk II,Cyclone TR,2,2.516611478423583,F7C Hornet Mk II -> Cyclone TR
F7C Hornet Mk II,Defender,2,2.23606797749979,F7C Hornet Mk II -> Defender
F7C Hornet Mk II,Dragonfly,2,2.449489742783178,F7C Hornet Mk II -> Dragonfly
F7C Hornet Mk II,E1 Spirit,2,2.6457513110645907,F7C Hornet Mk II -> E1 Spirit
F7C Hornet Mk II,Eclipse,2,1.7320508075688772,F7C Hornet Mk II -> Eclipse
F7C Hornet Mk II,Endeavor,2,2.756809750418044,F7C Hornet Mk II -> Endeavor
F7C Hornet Mk II,Expanse,2,2.23606797749979,F7C Hornet Mk II -> Expanse
F7C Hornet Mk II,F7A Hornet Mk I,2,1.0,F7C Hornet Mk II -> F7A Hornet Mk I
F7C Hornet Mk II,F7A Hornet Mk II,2,1.4142135623730951,F7C Hornet Mk II -> F7A Hornet Mk II
F7C Hornet Mk II,F7C Hornet Mk I,2,1.0,F7C Hornet Mk II -> F7C Hornet Mk I
F7C Hornet Mk II,F7C Hornet Mk II,1,0.0,F7C Hornet Mk II
F7C Hornet Mk II,F7C-M Super Hornet,2,1.7320508075688772,F7C Hornet Mk II -> F7C-M Super Hornet
F7C Hornet Mk II,F7C-R Hornet Tracker,2,1.4142135623730951,F7C Hornet Mk II -> F7C-R Hornet Tracker
F7C Hornet Mk II,F7C-R Hornet Tracker Mk II,2,1.0,F7C Hornet Mk II -> F7C-R Hornet Tracker Mk II
F7C Hornet Mk II,F7C-S Hornet Ghost,2,1.4142135623730951,F7C Hornet Mk II -> F7C-S Hornet Ghost
F7C Hornet Mk II,F7C-S Hornet Ghost Mk II,2,1.0,F7C Hornet Mk II -> F7C-S Hornet Ghost Mk II
F7C Hornet Mk II,F8C Lightning,2,1.4142135623730951,F7C Hornet Mk II -> F8C Lightning
F7C Hornet Mk II,Freelancer,2,2.5495097567963922,F7C Hornet Mk II -> Freelancer
F7C Hornet Mk II,Freelancer DUR,2,2.5495097567963922,F7C Hornet Mk II -> Freelancer DUR
F7C Hornet Mk II,Freelancer MAX,2,2.5495097567963922,F7C Hornet Mk II -> Freelancer MAX
F7C Hornet Mk II,Freelancer MIS,2,2.345207879911715,F7C Hornet Mk II -> Freelancer MIS
F7C Hornet Mk II,Fury,2,1.7320508075688772,F7C Hornet Mk II -> Fury
F7C Hornet Mk II,Fury LX,2,2.0,F7C Hornet Mk II -> Fury LX
F7C Hornet Mk II,Fury MX,2,1.7320508075688772,F7C Hornet Mk II -> Fury MX
F7C Hornet Mk II,G12,2,2.6457513110645907,F7C Hornet Mk II -> G12
F7C Hornet Mk II,G12a,2,2.6457513110645907,F7C Hornet Mk II -> G12a
F7C Hornet Mk II,G12r,2,2.6457513110645907,F7C Hornet Mk II -> G12r
F7C Hornet Mk II,Galaxy,2,2.7688746209726918,F7C Hornet Mk II -> Galaxy
F7C Hornet Mk II,Genesis,2,2.7838821814150108,F7C Hornet Mk II -> Genesis
F7C Hornet Mk II,Gladiator,2,2.0,F7C Hornet Mk II -> Gladiator
F7C Hornet Mk II,Gladius,2,1.7320508075688772,F7C Hornet Mk II -> Gladius
F7C Hornet Mk II,Glaive,2,1.4142135623730951,F7C Hornet Mk II -> Glaive
F7C Hornet Mk II,Guardian,2,1.4142135623730951,F7C Hornet Mk II -> Guardian
F7C Hornet Mk II,Guardian QI,2,1.4142135623730951,F7C Hornet Mk II -> Guardian QI
F7C Hornet Mk II,Hammerhead,2,2.4037008503093262,F7C Hornet Mk II -> Hammerhead
F7C Hornet Mk II,Hawk,2,1.4142135623730951,F7C Hornet Mk II -> Hawk
F7C Hornet Mk II,Herald,2,2.0,F7C Hornet Mk II -> Herald
F7C Hornet Mk II,HoverQuad,2,2.0,F7C Hornet Mk II -> HoverQuad
F7C Hornet Mk II,Hull A,2,2.0,F7C Hornet Mk II -> Hull A
F7C Hornet Mk II,Hull B,2,2.23606797749979,F7C Hornet Mk II -> Hull B
F7C Hornet Mk II,Hull C,2,2.5495097567963922,F7C Hornet Mk II -> Hull C
F7C Hornet Mk II,Hull D,2,2.756809750418044,F7C Hornet Mk II -> Hull D
F7C Hornet Mk II,Hull E,2,2.756809750418044,F7C Hornet Mk II -> Hull E
F7C Hornet Mk II,Hurricane,2,2.0,F7C Hornet Mk II -> Hurricane
F7C Hornet Mk II,Idris-M,2,2.632217967526897,F7C Hornet Mk II -> Idris-M
F7C Hornet Mk II,Idris-P,2,2.632217967526897,F7C Hornet Mk II -> Idris-P
F7C Hornet Mk II,Intrepid,2,1.7320508075688772,F7C Hornet Mk II -> Intrepid
F7C Hornet Mk II,Ironclad,2,2.7688746209726918,F7C Hornet Mk II -> Ironclad
F7C Hornet Mk II,Ironclad Assault,2,2.581988897471611,F7C Hornet Mk II -> Ironclad Assault
F7C Hornet Mk II,Javelin,2,2.6410225292488514,F7C Hornet Mk II -> Javelin
F7C Hornet Mk II,Khartu-Al,2,1.7320508075688772,F7C Hornet Mk II -> Khartu-Al
F7C Hornet Mk II,Kraken,2,2.792848008753788,F7C Hornet Mk II -> Kraken
F7C Hornet Mk II,Kraken Privateer,2,2.792848008753788,F7C Hornet Mk II -> Kraken Privateer
F7C Hornet Mk II,Legionnaire,2,2.23606797749979,F7C Hornet Mk II -> Legionnaire
F7C Hornet Mk II,Liberator,2,2.449489742783178,F7C Hornet Mk II -> Liberator
F7C Hornet Mk II,Lynx,2,2.449489742783178,F7C Hornet Mk II -> Lynx
F7C Hornet Mk II,M2 Hercules,2,2.309401076758503,F7C Hornet Mk II -> M2 Hercules
F7C Hornet Mk II,M50,2,2.0,F7C Hornet Mk II -> M50
F7C Hornet Mk II,Mantis,2,1.7320508075688772,F7C Hornet Mk II -> Mantis
F7C Hornet Mk II,Merchantman,2,2.7838821814150108,F7C Hornet Mk II -> Merchantman
F7C Hornet Mk II,Mercury,2,2.516611478423583,F7C Hornet Mk II -> Mercury
F7C Hornet Mk II,MOLE,2,2.5495097567963922,F7C Hornet Mk II -> MOLE
F7C Hornet Mk II,MPUV Cargo,2,2.0,F7C Hornet Mk II -> MPUV Cargo
F7C Hornet Mk II,MPUV Personnel,2,2.0,F7C Hornet Mk II -> MPUV Personnel
F7C Hornet Mk II,MPUV Tractor,2,1.7320508075688772,F7C Hornet Mk II -> MPUV Tractor
F7C Hornet Mk II,Mule,2,2.0,F7C Hornet Mk II -> Mule
F7C Hornet Mk II,Mustang Alpha,2,2.0,F7C Hornet Mk II -> Mustang Alpha
F7C Hornet Mk II,Mustang Beta,2,2.0,F7C Hornet Mk II -> Mustang Beta
F7C Hornet Mk II,Mustang Delta,2,1.7320508075688772,F7C Hornet Mk II -> Mustang Delta
F7C Hornet Mk II,Mustang Gamma,2,2.0,F7C Hornet Mk II -> Mustang Gamma
F7C Hornet Mk II,Mustang Omega,2,2.0,F7C Hornet Mk II -> Mustang Omega
F7C Hornet Mk II,Nautilus,2,2.598076211353316,F7C Hornet Mk II -> Nautilus
F7C Hornet Mk II,Nomad,2,2.0,F7C Hornet Mk II -> Nomad
F7C Hornet Mk II,Nova,2,2.516611478423583,F7C Hornet Mk II -> Nova
F7C Hornet Mk II,Nox,2,2.0,F7C Hornet Mk II -> Nox
F7C Hornet Mk II,Odyssey,2,2.23606797749979,F7C Hornet Mk II -> Odyssey
F7C Hornet Mk II,Orion,2,2.7774602993176543,F7C Hornet Mk II -> Orion
F7C Hornet Mk II,P-52 Merlin,2,1.7320508075688772,F7C Hornet Mk II -> P-52 Merlin
F7C Hornet Mk II,P-72 Archimedes,2,2.0,F7C Hornet Mk II -> P-72 Archimedes
F7C Hornet Mk II,Paladin,2,2.345207879911715,F7C Hornet Mk II -> Paladin
F7C Hornet Mk II,Perseus,2,2.581988897471611,F7C Hornet Mk II -> Perseus
F7C Hornet Mk II,Pioneer,2,2.7838821814150108,F7C Hornet Mk II -> Pioneer
F7C Hornet Mk II,Polaris,2,2.1984843263788196,F7C Hornet Mk II -> Polaris
F7C Hornet Mk II,Prospector,2,2.0,F7C Hornet Mk II -> Prospector
F7C Hornet Mk II,Prowler,2,2.23606797749979,F7C Hornet Mk II -> Prowler
F7C Hornet Mk II,PTV,2,2.449489742783178,F7C Hornet Mk II -> PTV
F7C Hornet Mk II,Pulse,2,1.7320508075688772,F7C Hornet Mk II -> Pulse
F7C Hornet Mk II,Pulse LX,2,1.7320508075688772,F7C Hornet Mk II -> Pulse LX
F7C Hornet Mk II,RAFT,2,2.449489742783178,F7C Hornet Mk II -> RAFT
F7C Hornet Mk II,Railen,2,2.7386127875258306,F7C Hornet Mk II -> Railen
F7C Hornet Mk II,Ranger CV,2,2.23606797749979,F7C Hornet Mk II -> Ranger CV
F7C Hornet Mk II,Ranger RC,2,2.23606797749979,F7C Hornet Mk II -> Ranger RC
F7C Hornet Mk II,Ranger TR,2,2.23606797749979,F7C Hornet Mk II -> Ranger TR
F7C Hornet Mk II,Razor,2,2.0,F7C Hornet Mk II -> Razor
F7C Hornet Mk II,Razor EX,2,2.0,F7C Hornet Mk II -> Razor EX
F7C Hornet Mk II,Razor LX,2,2.0,F7C Hornet Mk II -> Razor LX
F7C Hornet Mk II,Reclaimer,2,2.569046515733026,F7C Hornet Mk II -> Reclaimer
F7C Hornet Mk II,Redeemer,2,2.345207879911715,F7C Hornet Mk II -> Redeemer
F7C Hornet Mk II,Reliant Kore,2,2.449489742783178,F7C Hornet Mk II -> Reliant Kore
F7C Hornet Mk II,Reliant Mako,2,2.449489742783178,F7C Hornet Mk II -> Reliant Mako
F7C Hornet Mk II,Reliant Sen,2,2.449489742783178,F7C Hornet Mk II -> Reliant Sen
F7C Hornet Mk II,Reliant Tana,2,2.23606797749979,F7C Hornet Mk II -> Reliant Tana
F7C Hornet Mk II,Retaliator,2,2.390457218668787,F7C Hornet Mk II -> Retaliator
F7C Hornet Mk II,ROC,2,2.0,F7C Hornet Mk II -> ROC
F7C Hornet Mk II,ROC-DS,2,2.449489742783178,F7C Hornet Mk II -> ROC-DS
F7C Hornet Mk II,Sabre,2,1.7320508075688772,F7C Hornet Mk II -> Sabre
F7C Hornet Mk II,Sabre Firebird,2,1.0,F7C Hornet Mk II -> Sabre Firebird
F7C Hornet Mk II,Sabre Peregrine,2,1.7320508075688772,F7C Hornet Mk II -> Sabre Peregrine
F7C Hornet Mk II,Sabre Raven,2,1.7320508075688772,F7C Hornet Mk II -> Sabre Raven
F7C Hornet Mk II,San'tok.yāi,2,1.4142135623730951,F7C Hornet Mk II -> San'tok.yāi
F7C Hornet Mk II,Scorpius,2,2.23606797749979,F7C Hornet Mk II -> Scorpius
F7C Hornet Mk II,Scorpius Antares,2,2.23606797749979,F7C Hornet Mk II -> Scorpius Antares
F7C Hornet Mk II,Scythe,2,1.4142135623730951,F7C Hornet Mk II -> Scythe
